forecast_cycle,forecast_period,months_ahead,scenario,feature_1_data_center_committed_mw,feature_2_grid_connection_probability_pct,feature_3_power_price_index,feature_4_avg_temperature_c,feature_5_cooling_efficiency_pue,feature_6_industrial_growth_index,feature_7_renewable_availability_pct,target_1_total_load_mwh,target_2_peak_load_mw,target_3_synthetic,target_4_synthetic,target_5_synthetic,target_6_synthetic,target_7_synthetic,target_8_synthetic,target_9_synthetic,target_10_synthetic
2026-06,2028-05,23,accelerated_ai_load,201.56,73.48,103.56,18.44,1.331,102.24,33.95,227312.73,517.93,227342.73,227352.73,227362.73,227372.73,227382.73,227392.73,227402.73,227412.73
2026-06,2028-06,24,accelerated_ai_load,213.73,81.31,106.38,22.49,1.353,102.56,33.92,257389.1,575.57,257419.1,257429.1,257439.1,257449.1,257459.1,257469.1,257479.1,257489.1
2026-06,2028-07,25,accelerated_ai_load,220.72,83.43,107.8,18.53,1.324,102.08,29.5,263178.95,591.36,263208.95,263218.95,263228.95,263238.95,263248.95,263258.95,263268.95,263278.95
2026-06,2028-08,26,accelerated_ai_load,214.24,78.24,109.29,15.46,1.315,102.38,29.57,242006.39,548.03,242036.39,242046.39,242056.39,242066.39,242076.39,242086.39,242096.39,242106.39
2026-06,2028-09,27,accelerated_ai_load,222.33,80.57,110.18,9.04,1.315,102.86,32.2,252933.29,582.24,252963.29,252973.29,252983.29,252993.29,253003.29,253013.29,253023.29,253033.29
2026-06,2028-10,28,accelerated_ai_load,226.88,73.84,111.96,2.15,1.308,102.66,36.97,239031.49,548.34,239061.49,239071.49,239081.49,239091.49,239101.49,239111.49,239121.49,239131.49
2026-06,2028-11,29,uncertain_connection,235.26,69.53,113.89,-1.48,1.317,103.43,38.29,240087.58,554.38,240117.58,240127.58,240137.58,240147.58,240157.58,240167.58,240177.58,240187.58
2026-06,2028-12,30,uncertain_connection,240.97,69.73,113.54,-5.19,1.314,103.63,39.12,240175.49,560.5,240205.49,240215.49,240225.49,240235.49,240245.49,240255.49,240265.49,240275.49
2026-06,2029-01,31,accelerated_ai_load,242.39,73.88,111.46,-4.29,1.323,103.22,44.47,250012.67,581.46,250042.67,250052.67,250062.67,250072.67,250082.67,250092.67,250102.67,250112.67
2026-06,2029-02,32,uncertain_connection,249.53,68.42,113.25,2.85,1.312,103.78,41.85,245212.72,576.38,245242.72,245252.72,245262.72,245272.72,245282.72,245292.72,245302.72,245312.72
2026-06,2029-03,33,accelerated_ai_load,253.82,80.23,110.01,7.17,1.311,103.57,40.86,276103.09,634.1,276133.09,276143.09,276153.09,276163.09,276173.09,276183.09,276193.09,276203.09
2026-06,2029-04,34,accelerated_ai_load,261.15,83.09,108.28,13.27,1.313,103.55,41.1,292931.52,667.41,292961.52,292971.52,292981.52,292991.52,293001.52,293011.52,293021.52,293031.52
2026-06,2029-05,35,accelerated_ai_load,261.06,79.41,108.1,18.37,1.293,104.26,38.67,281714.42,632.69,281744.42,281754.42,281764.42,281774.42,281784.42,281794.42,281804.42,281814.42
2026-06,2029-06,36,accelerated_ai_load,261.11,90.54,105.85,20.65,1.315,103.62,36.73,315677.92,708.88,315707.92,315717.92,315727.92,315737.92,315747.92,315757.92,315767.92,315777.92
2026-06,2029-07,37,accelerated_ai_load,270.63,85.23,104.67,19.78,1.331,103.69,38.09,314484.41,707.54,314514.41,314524.41,314534.41,314544.41,314554.41,314564.41,314574.41,314584.41
2026-06,2029-08,38,accelerated_ai_load,269.57,92.39,103.1,13.94,1.308,103.86,34.54,322244.39,727.0,322274.39,322284.39,322294.39,322304.39,322314.39,322324.39,322334.39,322344.39
2026-06,2029-09,39,accelerated_ai_load,271.8,90.45,105.01,7.71,1.321,104.2,34.64,318987.77,709.96,319017.77,319027.77,319037.77,319047.77,319057.77,319067.77,319077.77,319087.77
2026-06,2029-10,40,accelerated_ai_load,276.93,93.19,105.47,0.1,1.321,104.48,40.45,330157.37,736.16,330187.37,330197.37,330207.37,330217.37,330227.37,330237.37,330247.37,330257.37
2026-06,2029-11,41,accelerated_ai_load,288.15,88.74,107.79,-5.27,1.296,103.99,41.9,324496.27,731.88,324526.27,324536.27,324546.27,324556.27,324566.27,324576.27,324586.27,324596.27
2026-06,2029-12,42,accelerated_ai_load,285.25,89.65,109.26,-4.45,1.313,104.92,43.14,324902.89,728.91,324932.89,324942.89,324952.89,324962.89,324972.89,324982.89,324992.89,325002.89
2026-06,2030-01,43,accelerated_ai_load,287.82,96.0,111.62,-2.93,1.312,104.15,47.07,345521.22,781.07,345551.22,345561.22,345571.22,345581.22,345591.22,345601.22,345611.22,345621.22
2026-06,2030-02,44,accelerated_ai_load,297.92,80.31,111.97,1.24,1.329,104.98,48.77,318133.0,724.46,318163.0,318173.0,318183.0,318193.0,318203.0,318213.0,318223.0,318233.0
2026-06,2030-03,45,accelerated_ai_load,307.19,85.34,113.72,7.55,1.322,104.45,50.06,337456.46,773.77,337486.46,337496.46,337506.46,337516.46,337526.46,337536.46,337546.46,337556.46
2026-06,2030-04,46,accelerated_ai_load,302.23,82.45,116.62,14.32,1.314,105.32,46.78,326389.18,748.69,326419.18,326429.18,326439.18,326449.18,326459.18,326469.18,326479.18,326489.18
2026-06,2030-05,47,accelerated_ai_load,317.3,89.03,116.87,18.59,1.32,105.89,43.17,360631.66,824.27,360661.66,360671.66,360681.66,360691.66,360701.66,360711.66,360721.66,360731.66
2026-06,2030-06,48,accelerated_ai_load,313.66,88.85,116.9,20.95,1.321,105.16,41.75,359812.73,813.88,359842.73,359852.73,359862.73,359872.73,359882.73,359892.73,359902.73,359912.73
2026-06,2030-07,49,accelerated_ai_load,322.18,96.0,116.94,19.81,1.323,105.07,41.9,386929.94,862.96,386959.94,386969.94,386979.94,386989.94,386999.94,387009.94,387019.94,387029.94
2026-06,2030-08,50,accelerated_ai_load,317.26,96.0,112.77,14.27,1.326,105.92,40.47,380135.49,853.56,380165.49,380175.49,380185.49,380195.49,380205.49,380215.49,380225.49,380235.49
2026-06,2030-09,51,accelerated_ai_load,313.68,96.0,112.35,9.51,1.334,105.55,37.66,377261.79,855.68,377291.79,377301.79,377311.79,377321.79,377331.79,377341.79,377351.79,377361.79
2026-06,2030-10,52,accelerated_ai_load,334.31,96.0,112.38,2.49,1.309,106.07,45.37,391366.91,872.16,391396.91,391406.91,391416.91,391426.91,391436.91,391446.91,391456.91,391466.91
2026-06,2030-11,53,accelerated_ai_load,334.28,96.0,110.36,-4.12,1.329,105.33,48.98,396655.41,889.75,396685.41,396695.41,396705.41,396715.41,396725.41,396735.41,396745.41,396755.41
2026-06,2030-12,54,accelerated_ai_load,343.78,96.0,108.37,-5.3,1.312,106.15,51.7,397853.32,902.24,397883.32,397893.32,397903.32,397913.32,397923.32,397933.32,397943.32,397953.32
2026-06,2031-01,55,accelerated_ai_load,341.01,96.0,106.96,-2.98,1.307,106.36,49.45,397524.29,897.72,397554.29,397564.29,397574.29,397584.29,397594.29,397604.29,397614.29,397624.29
2026-06,2031-02,56,accelerated_ai_load,347.23,96.0,107.26,-1.03,1.322,105.79,50.94,408273.33,924.83,408303.33,408313.33,408323.33,408333.33,408343.33,408353.33,408363.33,408373.33
2026-06,2031-03,57,accelerated_ai_load,349.98,96.0,107.52,8.97,1.308,106.59,54.45,407865.04,929.39,407895.04,407905.04,407915.04,407925.04,407935.04,407945.04,407955.04,407965.04
2026-06,2031-04,58,accelerated_ai_load,354.86,96.0,108.38,11.59,1.315,106.54,50.68,417357.52,937.38,417387.52,417397.52,417407.52,417417.52,417427.52,417437.52,417447.52,417457.52
2026-06,2031-05,59,accelerated_ai_load,362.6,96.0,110.02,17.53,1.312,107.33,47.72,422883.36,957.32,422913.36,422923.36,422933.36,422943.36,422953.36,422963.36,422973.36,422983.36
2026-06,2031-06,60,accelerated_ai_load,365.36,93.64,109.95,21.15,1.344,106.71,49.82,425082.0,958.36,425112.0,425122.0,425132.0,425142.0,425152.0,425162.0,425172.0,425182.0
2026-06,2031-07,61,accelerated_ai_load,361.5,96.0,112.65,19.08,1.334,106.42,46.26,428862.46,960.58,428892.46,428902.46,428912.46,428922.46,428932.46,428942.46,428952.46,428962.46
2026-06,2031-08,62,accelerated_ai_load,366.17,96.0,113.32,14.85,1.307,107.44,44.38,424135.51,954.21,424165.51,424175.51,424185.51,424195.51,424205.51,424215.51,424225.51,424235.51
2026-06,2031-09,63,accelerated_ai_load,377.07,96.0,116.59,7.65,1.324,106.82,45.54,436325.9,972.2,436355.9,436365.9,436375.9,436385.9,436395.9,436405.9,436415.9,436425.9
2026-06,2031-10,64,accelerated_ai_load,379.97,96.0,119.9,1.74,1.328,107.82,44.7,439872.65,1000.0,439902.65,439912.65,439922.65,439932.65,439942.65,439952.65,439962.65,439972.65
2026-06,2031-11,65,accelerated_ai_load,382.63,96.0,118.78,-3.78,1.315,106.82,53.88,437181.93,991.47,437211.93,437221.93,437231.93,437241.93,437251.93,437261.93,437271.93,437281.93
2026-06,2031-12,66,accelerated_ai_load,396.05,96.0,117.31,-7.08,1.319,107.52,53.24,451003.3,1010.08,451033.3,451043.3,451053.3,451063.3,451073.3,451083.3,451093.3,451103.3
2026-06,2032-01,67,accelerated_ai_load,398.63,96.0,116.87,-4.09,1.306,108.36,54.1,451944.12,1017.08,451974.12,451984.12,451994.12,452004.12,452014.12,452024.12,452034.12,452044.12
2026-06,2032-02,68,accelerated_ai_load,407.46,96.0,117.56,0.62,1.309,108.91,56.42,458972.45,1036.28,459002.45,459012.45,459022.45,459032.45,459042.45,459052.45,459062.45,459072.45
2026-06,2032-03,69,accelerated_ai_load,406.38,96.0,115.22,10.59,1.314,107.84,55.41,463369.2,1052.63,463399.2,463409.2,463419.2,463429.2,463439.2,463449.2,463459.2,463469.2
2026-06,2032-04,70,accelerated_ai_load,411.15,96.0,114.09,15.86,1.315,108.34,54.32,471201.23,1063.12,471231.23,471241.23,471251.23,471261.23,471271.23,471281.23,471291.23,471301.23
2026-06,2032-05,71,accelerated_ai_load,408.41,96.0,112.2,18.88,1.324,107.22,54.84,473439.08,1077.22,473469.08,473479.08,473489.08,473499.08,473509.08,473519.08,473529.08,473539.08
2026-06,2032-06,72,accelerated_ai_load,409.54,96.0,110.25,22.41,1.355,108.39,52.76,483753.3,1082.55,483783.3,483793.3,483803.3,483813.3,483823.3,483833.3,483843.3,483853.3
2026-06,2032-07,73,accelerated_ai_load,426.8,96.0,110.95,20.51,1.326,108.98,54.59,492718.83,1109.32,492748.83,492758.83,492768.83,492778.83,492788.83,492798.83,492808.83,492818.83
2026-06,2032-08,74,accelerated_ai_load,424.75,96.0,110.56,13.78,1.309,108.5,52.07,482741.0,1086.73,482771.0,482781.0,482791.0,482801.0,482811.0,482821.0,482831.0,482841.0
2026-06,2032-09,75,accelerated_ai_load,423.63,96.0,107.97,6.86,1.316,108.77,47.27,478903.64,1089.19,478933.64,478943.64,478953.64,478963.64,478973.64,478983.64,478993.64,479003.64
2026-06,2032-10,76,accelerated_ai_load,427.52,96.0,109.15,2.52,1.301,108.7,55.78,475302.86,1082.85,475332.86,475342.86,475352.86,475362.86,475372.86,475382.86,475392.86,475402.86
2026-06,2032-11,77,accelerated_ai_load,432.56,96.0,112.3,-2.56,1.312,108.45,56.96,484464.79,1101.97,484494.79,484504.79,484514.79,484524.79,484534.79,484544.79,484554.79,484564.79
2026-06,2032-12,78,accelerated_ai_load,446.01,96.0,113.8,-4.62,1.322,110.18,56.76,500188.35,1127.41,500218.35,500228.35,500238.35,500248.35,500258.35,500268.35,500278.35,500288.35
2026-06,2033-01,79,accelerated_ai_load,444.14,96.0,115.94,-3.89,1.316,108.88,61.7,496465.79,1127.98,496495.79,496505.79,496515.79,496525.79,496535.79,496545.79,496555.79,496565.79
2026-06,2033-02,80,accelerated_ai_load,449.2,96.0,120.48,2.45,1.334,108.69,63.81,511317.58,1148.24,511347.58,511357.58,511367.58,511377.58,511387.58,511397.58,511407.58,511417.58
2026-06,2033-03,81,accelerated_ai_load,448.12,96.0,118.88,8.72,1.326,110.08,61.37,505021.43,1148.63,505051.43,505061.43,505071.43,505081.43,505091.43,505101.43,505111.43,505121.43
2026-06,2033-04,82,accelerated_ai_load,460.96,96.0,121.86,12.97,1.324,109.59,59.66,520828.5,1188.25,520858.5,520868.5,520878.5,520888.5,520898.5,520908.5,520918.5,520928.5
2026-06,2033-05,83,accelerated_ai_load,459.35,96.0,122.83,20.2,1.33,109.83,55.52,524368.28,1184.91,524398.28,524408.28,524418.28,524428.28,524438.28,524448.28,524458.28,524468.28
2026-06,2033-06,84,accelerated_ai_load,467.94,96.0,122.57,21.39,1.334,109.95,57.76,531086.9,1201.99,531116.9,531126.9,531136.9,531146.9,531156.9,531166.9,531176.9,531186.9
2026-06,2033-07,85,accelerated_ai_load,468.19,96.0,122.5,18.58,1.318,109.8,51.17,525138.73,1193.9,525168.73,525178.73,525188.73,525198.73,525208.73,525218.73,525228.73,525238.73
2026-06,2033-08,86,accelerated_ai_load,472.35,96.0,122.15,12.74,1.318,109.74,54.74,528203.66,1198.44,528233.66,528243.66,528253.66,528263.66,528273.66,528283.66,528293.66,528303.66
2026-06,2033-09,87,accelerated_ai_load,480.64,96.0,120.18,7.97,1.327,110.53,57.51,540195.95,1229.68,540225.95,540235.95,540245.95,540255.95,540265.95,540275.95,540285.95,540295.95
2026-06,2033-10,88,accelerated_ai_load,487.11,96.0,115.32,0.34,1.322,110.04,58.3,543970.32,1240.06,544000.32,544010.32,544020.32,544030.32,544040.32,544050.32,544060.32,544070.32
2026-06,2033-11,89,accelerated_ai_load,494.82,96.0,115.46,-2.76,1.327,110.52,63.82,552189.48,1262.23,552219.48,552229.48,552239.48,552249.48,552259.48,552269.48,552279.48,552289.48
2026-06,2033-12,90,accelerated_ai_load,492.02,96.0,115.15,-4.4,1.308,110.21,62.04,541195.01,1225.44,541225.01,541235.01,541245.01,541255.01,541265.01,541275.01,541285.01,541295.01
2026-06,2034-01,91,accelerated_ai_load,486.17,96.0,116.48,-3.13,1.307,110.8,64.81,537471.48,1224.98,537501.48,537511.48,537521.48,537531.48,537541.48,537551.48,537561.48,537571.48
2026-06,2034-02,92,accelerated_ai_load,508.0,96.0,112.16,2.7,1.311,110.81,68.97,555335.34,1253.81,555365.34,555375.34,555385.34,555395.34,555405.34,555415.34,555425.34,555435.34
2026-06,2034-03,93,accelerated_ai_load,502.5,96.0,114.63,8.64,1.332,110.87,67.93,560816.52,1282.42,560846.52,560856.52,560866.52,560876.52,560886.52,560896.52,560906.52,560916.52
2026-06,2034-04,94,accelerated_ai_load,513.02,96.0,113.29,15.63,1.299,110.96,66.22,562144.42,1262.56,562174.42,562184.42,562194.42,562204.42,562214.42,562224.42,562234.42,562244.42
2026-06,2034-05,95,accelerated_ai_load,521.59,96.0,114.43,18.79,1.31,111.31,59.28,575363.24,1309.73,575393.24,575403.24,575413.24,575423.24,575433.24,575443.24,575453.24,575463.24
2026-06,2034-06,96,accelerated_ai_load,507.59,96.0,117.01,22.39,1.353,111.19,57.22,579849.97,1319.72,579879.97,579889.97,579899.97,579909.97,579919.97,579929.97,579939.97,579949.97
2026-06,2034-07,97,accelerated_ai_load,523.7,96.0,118.97,18.12,1.323,110.86,65.59,580041.63,1309.99,580071.63,580081.63,580091.63,580101.63,580111.63,580121.63,580131.63,580141.63
2026-06,2034-08,98,accelerated_ai_load,522.26,96.0,120.36,12.51,1.318,111.92,60.85,578568.85,1304.47,578598.85,578608.85,578618.85,578628.85,578638.85,578648.85,578658.85,578668.85
2026-06,2034-09,99,accelerated_ai_load,532.14,96.0,120.61,7.67,1.316,111.1,61.05,583524.04,1327.36,583554.04,583564.04,583574.04,583584.04,583594.04,583604.04,583614.04,583624.04
2026-06,2034-10,100,accelerated_ai_load,533.11,96.0,122.02,2.3,1.301,111.56,63.2,574089.8,1304.51,574119.8,574129.8,574139.8,574149.8,574159.8,574169.8,574179.8,574189.8
2026-06,2034-11,101,accelerated_ai_load,535.15,96.0,123.98,-3.03,1.314,112.05,64.57,589935.08,1338.49,589965.08,589975.08,589985.08,589995.08,590005.08,590015.08,590025.08,590035.08
2026-06,2034-12,102,accelerated_ai_load,538.55,96.0,123.59,-4.28,1.315,111.41,70.0,587931.82,1333.05,587961.82,587971.82,587981.82,587991.82,588001.82,588011.82,588021.82,588031.82
2026-06,2035-01,103,accelerated_ai_load,546.54,96.0,122.63,-4.31,1.309,111.57,70.0,594382.51,1352.96,594412.51,594422.51,594432.51,594442.51,594452.51,594462.51,594472.51,594482.51
2026-06,2035-02,104,accelerated_ai_load,547.66,96.0,123.13,3.12,1.307,112.17,70.0,595117.83,1353.05,595147.83,595157.83,595167.83,595177.83,595187.83,595197.83,595207.83,595217.83
2026-06,2035-03,105,accelerated_ai_load,541.55,96.0,122.5,8.85,1.322,112.78,68.83,596349.3,1359.51,596379.3,596389.3,596399.3,596409.3,596419.3,596429.3,596439.3,596449.3
2026-06,2035-04,106,accelerated_ai_load,568.07,96.0,119.44,14.62,1.332,112.35,70.0,625186.85,1417.53,625216.85,625226.85,625236.85,625246.85,625256.85,625266.85,625276.85,625286.85
2026-06,2035-05,107,accelerated_ai_load,560.29,96.0,120.19,20.39,1.306,112.12,66.98,611133.05,1395.67,611163.05,611173.05,611183.05,611193.05,611203.05,611213.05,611223.05,611233.05
2026-06,2035-06,108,accelerated_ai_load,565.49,96.0,119.05,20.21,1.309,113.33,64.97,619901.11,1407.35,619931.11,619941.11,619951.11,619961.11,619971.11,619981.11,619991.11,620001.11
2026-06,2035-07,109,accelerated_ai_load,571.61,96.0,117.47,19.57,1.293,113.19,65.14,615507.61,1405.19,615537.61,615547.61,615557.61,615567.61,615577.61,615587.61,615597.61,615607.61
2026-06,2035-08,110,accelerated_ai_load,571.92,96.0,114.36,15.35,1.314,113.17,67.44,624282.62,1415.3,624312.62,624322.62,624332.62,624342.62,624352.62,624362.62,624372.62,624382.62
2026-06,2035-09,111,accelerated_ai_load,575.39,96.0,117.28,8.34,1.321,112.71,65.43,628706.87,1430.14,628736.87,628746.87,628756.87,628766.87,628776.87,628786.87,628796.87,628806.87
2026-06,2035-10,112,accelerated_ai_load,579.08,96.0,119.28,-0.4,1.322,112.62,67.75,632355.5,1454.16,632385.5,632395.5,632405.5,632415.5,632425.5,632435.5,632445.5,632455.5
2026-06,2035-11,113,accelerated_ai_load,580.01,96.0,116.88,-2.18,1.322,113.14,70.0,633218.91,1449.08,633248.91,633258.91,633268.91,633278.91,633288.91,633298.91,633308.91,633318.91
2026-06,2035-12,114,accelerated_ai_load,586.34,96.0,119.68,-4.12,1.315,113.35,70.0,634089.15,1449.26,634119.15,634129.15,634139.15,634149.15,634159.15,634169.15,634179.15,634189.15
2026-06,2036-01,115,accelerated_ai_load,589.13,96.0,121.35,-3.86,1.334,113.59,70.0,645016.29,1475.86,645046.29,645056.29,645066.29,645076.29,645086.29,645096.29,645106.29,645116.29
2026-06,2036-02,116,accelerated_ai_load,606.15,96.0,122.15,1.91,1.315,113.57,70.0,655506.87,1494.46,655536.87,655546.87,655556.87,655566.87,655576.87,655586.87,655596.87,655606.87
2026-06,2036-03,117,accelerated_ai_load,603.39,96.0,124.46,6.98,1.324,113.52,70.0,656351.57,1498.65,656381.57,656391.57,656401.57,656411.57,656421.57,656431.57,656441.57,656451.57
2026-06,2036-04,118,accelerated_ai_load,611.28,96.0,126.76,14.98,1.309,114.64,70.0,660838.06,1516.5,660868.06,660878.06,660888.06,660898.06,660908.06,660918.06,660928.06,660938.06
2026-06,2036-05,119,accelerated_ai_load,607.35,96.0,128.91,20.89,1.337,114.04,70.0,668994.89,1515.32,669024.89,669034.89,669044.89,669054.89,669064.89,669074.89,669084.89,669094.89
2026-06,2036-06,120,accelerated_ai_load,609.11,96.0,128.7,20.68,1.349,114.4,70.0,676238.84,1536.18,676268.84,676278.84,676288.84,676298.84,676308.84,676318.84,676328.84,676338.84
2026-06,2036-07,121,accelerated_ai_load,624.84,96.0,128.07,20.44,1.331,114.32,66.93,682444.2,1564.15,682474.2,682484.2,682494.2,682504.2,682514.2,682524.2,682534.2,682544.2
2026-06,2036-08,122,accelerated_ai_load,622.13,96.0,126.22,13.97,1.326,115.06,70.0,675957.69,1541.62,675987.69,675997.69,676007.69,676017.69,676027.69,676037.69,676047.69,676057.69
2026-06,2036-09,123,accelerated_ai_load,630.97,96.0,123.41,6.77,1.321,113.67,69.02,680445.29,1554.58,680475.29,680485.29,680495.29,680505.29,680515.29,680525.29,680535.29,680545.29
2026-06,2036-10,124,accelerated_ai_load,635.84,96.0,123.93,1.56,1.319,114.24,69.93,686039.3,1567.58,686069.3,686079.3,686089.3,686099.3,686109.3,686119.3,686129.3,686139.3
2026-06,2036-11,125,accelerated_ai_load,640.46,96.0,118.95,-2.64,1.324,114.77,70.0,689081.36,1577.26,689111.36,689121.36,689131.36,689141.36,689151.36,689161.36,689171.36,689181.36
2026-06,2036-12,126,accelerated_ai_load,644.31,96.0,121.16,-3.5,1.319,114.83,70.0,693856.41,1589.37,693886.41,693896.41,693906.41,693916.41,693926.41,693936.41,693946.41,693956.41
2026-09,2027-01,4,uncertain_connection,163.8,61.04,106.44,-4.4,1.305,101.15,32.88,169709.84,389.11,169739.84,169749.84,169759.84,169769.84,169779.84,169789.84,169799.84,169809.84
2026-09,2027-02,5,uncertain_connection,166.64,70.37,107.58,1.6,1.311,100.21,30.57,186663.24,438.67,186693.24,186703.24,186713.24,186723.24,186733.24,186743.24,186753.24,186763.24
2026-09,2027-03,6,uncertain_connection,169.01,71.67,109.62,9.35,1.307,100.34,29.76,194588.8,443.83,194618.8,194628.8,194638.8,194648.8,194658.8,194668.8,194678.8,194688.8
2026-09,2027-04,7,accelerated_ai_load,164.66,73.27,109.81,14.36,1.306,101.99,31.84,194845.75,440.76,194875.75,194885.75,194895.75,194905.75,194915.75,194925.75,194935.75,194945.75
2026-09,2027-05,8,accelerated_ai_load,182.06,72.82,111.2,20.18,1.332,101.49,30.93,211125.78,481.95,211155.78,211165.78,211175.78,211185.78,211195.78,211205.78,211215.78,211225.78
2026-09,2027-06,9,uncertain_connection,185.72,70.32,112.5,19.69,1.32,101.21,25.91,207336.6,465.59,207366.6,207376.6,207386.6,207396.6,207406.6,207416.6,207426.6,207436.6
2026-09,2027-07,10,uncertain_connection,188.86,71.65,111.01,19.56,1.326,101.58,26.49,213041.06,485.0,213071.06,213081.06,213091.06,213101.06,213111.06,213121.06,213131.06,213141.06
2026-09,2027-08,11,uncertain_connection,186.21,67.28,109.12,15.77,1.303,101.85,25.01,196069.62,437.47,196099.62,196109.62,196119.62,196129.62,196139.62,196149.62,196159.62,196169.62
2026-09,2027-09,12,uncertain_connection,194.05,63.76,107.27,7.83,1.317,102.5,27.93,198538.83,454.65,198568.83,198578.83,198588.83,198598.83,198608.83,198618.83,198628.83,198638.83
2026-09,2027-10,13,uncertain_connection,207.57,66.34,106.98,0.67,1.318,102.66,30.17,210479.01,491.65,210509.01,210519.01,210529.01,210539.01,210549.01,210559.01,210569.01,210579.01
2026-09,2027-11,14,uncertain_connection,212.31,63.51,106.82,-4.54,1.306,102.1,32.21,205431.33,478.74,205461.33,205471.33,205481.33,205491.33,205501.33,205511.33,205521.33,205531.33
2026-09,2027-12,15,uncertain_connection,204.18,67.61,105.09,-4.16,1.296,101.65,32.69,205721.58,475.51,205751.58,205761.58,205771.58,205781.58,205791.58,205801.58,205811.58,205821.58
2026-09,2028-01,16,uncertain_connection,215.75,69.36,102.71,-2.39,1.305,102.83,37.69,219540.88,503.39,219570.88,219580.88,219590.88,219600.88,219610.88,219620.88,219630.88,219640.88
2026-09,2028-02,17,accelerated_ai_load,220.99,72.09,101.82,-0.14,1.301,102.8,38.62,231335.53,534.77,231365.53,231375.53,231385.53,231395.53,231405.53,231415.53,231425.53,231435.53
2026-09,2028-03,18,accelerated_ai_load,226.24,75.69,104.75,5.99,1.299,102.76,34.99,240353.97,559.97,240383.97,240393.97,240403.97,240413.97,240423.97,240433.97,240443.97,240453.97
2026-09,2028-04,19,accelerated_ai_load,234.29,85.19,102.02,14.96,1.314,102.7,38.85,274581.04,610.26,274611.04,274621.04,274631.04,274641.04,274651.04,274661.04,274671.04,274681.04
2026-09,2028-05,20,accelerated_ai_load,235.54,89.46,105.41,17.01,1.307,103.03,31.8,284695.28,642.74,284725.28,284735.28,284745.28,284755.28,284765.28,284775.28,284785.28,284795.28
2026-09,2028-06,21,accelerated_ai_load,237.7,88.1,108.23,19.89,1.326,102.66,31.78,289149.11,652.11,289179.11,289189.11,289199.11,289209.11,289219.11,289229.11,289239.11,289249.11
2026-09,2028-07,22,accelerated_ai_load,245.22,92.5,108.61,20.21,1.306,103.06,31.68,299724.62,662.56,299754.62,299764.62,299774.62,299784.62,299794.62,299804.62,299814.62,299824.62
2026-09,2028-08,23,accelerated_ai_load,245.98,81.03,110.16,16.2,1.331,103.16,32.21,279474.14,632.32,279504.14,279514.14,279524.14,279534.14,279544.14,279554.14,279564.14,279574.14
2026-09,2028-09,24,accelerated_ai_load,249.32,87.39,111.27,6.32,1.294,102.9,29.1,286645.58,652.2,286675.58,286685.58,286695.58,286705.58,286715.58,286725.58,286735.58,286745.58
2026-09,2028-10,25,accelerated_ai_load,250.41,79.2,114.33,0.39,1.325,104.08,34.96,273063.64,623.51,273093.64,273103.64,273113.64,273123.64,273133.64,273143.64,273153.64,273163.64
2026-09,2028-11,26,accelerated_ai_load,259.24,80.94,115.22,-2.93,1.324,104.18,35.39,281826.24,655.98,281856.24,281866.24,281876.24,281886.24,281896.24,281906.24,281916.24,281926.24
2026-09,2028-12,27,accelerated_ai_load,256.98,77.19,117.12,-3.81,1.307,103.79,41.84,267368.23,624.41,267398.23,267408.23,267418.23,267428.23,267438.23,267448.23,267458.23,267468.23
2026-09,2029-01,28,accelerated_ai_load,266.62,84.27,114.2,-2.91,1.327,103.95,40.47,295007.57,677.7,295037.57,295047.57,295057.57,295067.57,295077.57,295087.57,295097.57,295107.57
2026-09,2029-02,29,accelerated_ai_load,277.0,81.78,113.55,0.47,1.331,104.02,41.62,303891.76,697.19,303921.76,303931.76,303941.76,303951.76,303961.76,303971.76,303981.76,303991.76
2026-09,2029-03,30,accelerated_ai_load,277.84,88.53,111.78,9.14,1.304,104.11,42.2,317133.97,719.06,317163.97,317173.97,317183.97,317193.97,317203.97,317213.97,317223.97,317233.97
2026-09,2029-04,31,accelerated_ai_load,269.38,81.35,111.12,13.21,1.326,103.64,44.02,295109.87,683.62,295139.87,295149.87,295159.87,295169.87,295179.87,295189.87,295199.87,295209.87
2026-09,2029-05,32,accelerated_ai_load,286.8,86.69,108.14,18.89,1.317,104.95,36.69,324610.03,731.93,324640.03,324650.03,324660.03,324670.03,324680.03,324690.03,324700.03,324710.03
2026-09,2029-06,33,accelerated_ai_load,287.09,96.0,107.48,21.29,1.354,104.48,37.57,361399.15,811.12,361429.15,361439.15,361449.15,361459.15,361469.15,361479.15,361489.15,361499.15
2026-09,2029-07,34,accelerated_ai_load,290.23,96.0,107.27,19.95,1.323,104.02,35.22,354378.36,809.2,354408.36,354418.36,354428.36,354438.36,354448.36,354458.36,354468.36,354478.36
2026-09,2029-08,35,accelerated_ai_load,292.3,96.0,105.62,13.19,1.305,105.15,37.52,351588.53,789.22,351618.53,351628.53,351638.53,351648.53,351658.53,351668.53,351678.53,351688.53
2026-09,2029-09,36,accelerated_ai_load,297.23,96.0,105.86,7.71,1.309,104.41,35.83,356936.74,806.23,356966.74,356976.74,356986.74,356996.74,357006.74,357016.74,357026.74,357036.74
2026-09,2029-10,37,accelerated_ai_load,295.09,96.0,106.06,2.31,1.318,104.23,33.92,355122.33,799.98,355152.33,355162.33,355172.33,355182.33,355192.33,355202.33,355212.33,355222.33
