forecast_cycle,forecast_period,months_ahead,scenario,feature_1_data_center_committed_mw,feature_2_grid_connection_probability_pct,feature_3_power_price_index,feature_4_avg_temperature_c,feature_5_cooling_efficiency_pue,feature_6_industrial_growth_index,feature_7_renewable_availability_pct,target_1_total_load_mwh,target_2_peak_load_mw,target_3_synthetic,target_4_synthetic,target_5_synthetic,target_6_synthetic,target_7_synthetic,target_8_synthetic,target_9_synthetic,target_10_synthetic,target_11_synthetic,target_12_synthetic,target_13_synthetic,target_14_synthetic,target_15_synthetic,target_16_synthetic,target_17_synthetic,target_18_synthetic,target_19_synthetic,target_20_synthetic,target_21_synthetic,target_22_synthetic,target_23_synthetic,target_24_synthetic,target_25_synthetic
2026-03,2044-08,221,accelerated_ai_load,1004.26,96.0,131.42,12.51,1.321,125.82,70.0,1047589.85,2393.1,1047619.85,1047629.85,1047639.85,1047649.85,1047659.85,1047669.85,1047679.85,1047689.85,1047699.85,1047709.85,1047719.85,1047729.85,1047739.85,1047749.85,1047759.85,1047769.85,1047779.85,1047789.85,1047799.85,1047809.85,1047819.85,1047829.85,1047839.85
2026-03,2044-09,222,accelerated_ai_load,1014.14,96.0,130.18,7.67,1.319,125.0,70.0,1051993.74,2414.93,1052023.74,1052033.74,1052043.74,1052053.74,1052063.74,1052073.74,1052083.74,1052093.74,1052103.74,1052113.74,1052123.74,1052133.74,1052143.74,1052153.74,1052163.74,1052173.74,1052183.74,1052193.74,1052203.74,1052213.74,1052223.74,1052233.74,1052243.74
2026-03,2044-10,223,accelerated_ai_load,1015.11,96.0,131.06,2.3,1.304,125.46,70.0,1037556.9,2382.42,1037586.9,1037596.9,1037606.9,1037616.9,1037626.9,1037636.9,1037646.9,1037656.9,1037666.9,1037676.9,1037686.9,1037696.9,1037706.9,1037716.9,1037726.9,1037736.9,1037746.9,1037756.9,1037766.9,1037776.9,1037786.9,1037796.9,1037806.9
2026-03,2044-11,224,accelerated_ai_load,1017.15,96.0,133.54,-3.03,1.317,125.95,70.0,1057703.63,2424.71,1057733.63,1057743.63,1057753.63,1057763.63,1057773.63,1057783.63,1057793.63,1057803.63,1057813.63,1057823.63,1057833.63,1057843.63,1057853.63,1057863.63,1057873.63,1057883.63,1057893.63,1057903.63,1057913.63,1057923.63,1057933.63,1057943.63,1057953.63
2026-03,2044-12,225,accelerated_ai_load,1020.55,96.0,134.65,-4.28,1.318,125.31,70.0,1056057.07,2419.95,1056087.07,1056097.07,1056107.07,1056117.07,1056127.07,1056137.07,1056147.07,1056157.07,1056167.07,1056177.07,1056187.07,1056197.07,1056207.07,1056217.07,1056227.07,1056237.07,1056247.07,1056257.07,1056267.07,1056277.07,1056287.07,1056297.07,1056307.07
2026-03,2045-01,226,accelerated_ai_load,1028.54,96.0,136.0,-4.31,1.312,125.47,70.0,1060282.37,2435.57,1060312.37,1060322.37,1060332.37,1060342.37,1060352.37,1060362.37,1060372.37,1060382.37,1060392.37,1060402.37,1060412.37,1060422.37,1060432.37,1060442.37,1060452.37,1060462.37,1060472.37,1060482.37,1060492.37,1060502.37,1060512.37,1060522.37,1060532.37
2026-03,2045-02,227,accelerated_ai_load,1029.66,96.0,139.32,3.12,1.31,126.07,70.0,1060185.0,2434.05,1060215.0,1060225.0,1060235.0,1060245.0,1060255.0,1060265.0,1060275.0,1060285.0,1060295.0,1060305.0,1060315.0,1060325.0,1060335.0,1060345.0,1060355.0,1060365.0,1060375.0,1060385.0,1060395.0,1060405.0,1060415.0,1060425.0,1060435.0
2026-03,2045-03,228,accelerated_ai_load,1023.55,96.0,141.7,8.85,1.325,126.68,70.0,1066376.53,2450.09,1066406.53,1066416.53,1066426.53,1066436.53,1066446.53,1066456.53,1066466.53,1066476.53,1066486.53,1066496.53,1066506.53,1066516.53,1066526.53,1066536.53,1066546.53,1066556.53,1066566.53,1066576.53,1066586.53,1066596.53,1066606.53,1066616.53,1066626.53
2026-03,2045-04,229,accelerated_ai_load,1050.07,96.0,141.47,14.62,1.335,126.25,70.0,1098367.13,2514.19,1098397.13,1098407.13,1098417.13,1098427.13,1098437.13,1098447.13,1098457.13,1098467.13,1098477.13,1098487.13,1098497.13,1098507.13,1098517.13,1098527.13,1098537.13,1098547.13,1098557.13,1098567.13,1098577.13,1098587.13,1098597.13,1098607.13,1098617.13
2026-03,2045-05,230,accelerated_ai_load,1042.29,96.0,144.52,20.39,1.309,126.02,70.0,1075742.72,2475.78,1075772.72,1075782.72,1075792.72,1075802.72,1075812.72,1075822.72,1075832.72,1075842.72,1075852.72,1075862.72,1075872.72,1075882.72,1075892.72,1075902.72,1075912.72,1075922.72,1075932.72,1075942.72,1075952.72,1075962.72,1075972.72,1075982.72,1075992.72
2026-03,2045-06,231,accelerated_ai_load,1047.49,96.0,144.89,20.21,1.312,127.23,70.0,1085352.11,2489.09,1085382.11,1085392.11,1085402.11,1085412.11,1085422.11,1085432.11,1085442.11,1085452.11,1085462.11,1085472.11,1085482.11,1085492.11,1085502.11,1085512.11,1085522.11,1085532.11,1085542.11,1085552.11,1085562.11,1085572.11,1085582.11,1085592.11,1085602.11
2026-03,2045-07,232,accelerated_ai_load,1053.61,96.0,143.83,19.57,1.296,127.09,70.0,1075604.3,2476.59,1075634.3,1075644.3,1075654.3,1075664.3,1075674.3,1075684.3,1075694.3,1075704.3,1075714.3,1075724.3,1075734.3,1075744.3,1075754.3,1075764.3,1075774.3,1075784.3,1075794.3,1075804.3,1075814.3,1075824.3,1075834.3,1075844.3,1075854.3
2026-03,2045-08,233,accelerated_ai_load,1053.92,96.0,140.2,15.35,1.317,127.07,70.0,1091286.64,2500.04,1091316.64,1091326.64,1091336.64,1091346.64,1091356.64,1091366.64,1091376.64,1091386.64,1091396.64,1091406.64,1091416.64,1091426.64,1091436.64,1091446.64,1091456.64,1091466.64,1091476.64,1091486.64,1091496.64,1091506.64,1091516.64,1091526.64,1091536.64
2026-03,2045-09,234,accelerated_ai_load,1057.39,96.0,141.61,8.34,1.324,126.61,70.0,1098349.6,2519.97,1098379.6,1098389.6,1098399.6,1098409.6,1098419.6,1098429.6,1098439.6,1098449.6,1098459.6,1098469.6,1098479.6,1098489.6,1098499.6,1098509.6,1098519.6,1098529.6,1098539.6,1098549.6,1098559.6,1098569.6,1098579.6,1098589.6,1098599.6
2026-03,2045-10,235,accelerated_ai_load,1061.08,96.0,141.31,-0.4,1.325,126.52,70.0,1102514.27,2544.99,1102544.27,1102554.27,1102564.27,1102574.27,1102584.27,1102594.27,1102604.27,1102614.27,1102624.27,1102634.27,1102644.27,1102654.27,1102664.27,1102674.27,1102684.27,1102694.27,1102704.27,1102714.27,1102724.27,1102734.27,1102744.27,1102754.27,1102764.27
2026-03,2045-11,236,accelerated_ai_load,1062.01,96.0,136.08,-2.18,1.325,127.04,70.0,1103475.71,2540.1,1103505.71,1103515.71,1103525.71,1103535.71,1103545.71,1103555.71,1103565.71,1103575.71,1103585.71,1103595.71,1103605.71,1103615.71,1103625.71,1103635.71,1103645.71,1103655.71,1103665.71,1103675.71,1103685.71,1103695.71,1103705.71,1103715.71,1103725.71
2026-03,2045-12,237,accelerated_ai_load,1068.34,96.0,135.88,-4.12,1.318,127.25,70.0,1102140.41,2536.02,1102170.41,1102180.41,1102190.41,1102200.41,1102210.41,1102220.41,1102230.41,1102240.41,1102250.41,1102260.41,1102270.41,1102280.41,1102290.41,1102300.41,1102310.41,1102320.41,1102330.41,1102340.41,1102350.41,1102360.41,1102370.41,1102380.41,1102390.41
2026-03,2046-01,238,accelerated_ai_load,1071.13,96.0,134.72,-3.86,1.337,127.49,70.0,1119465.27,2574.97,1119495.27,1119505.27,1119515.27,1119525.27,1119535.27,1119545.27,1119555.27,1119565.27,1119575.27,1119585.27,1119595.27,1119605.27,1119615.27,1119625.27,1119635.27,1119645.27,1119655.27,1119665.27,1119675.27,1119685.27,1119695.27,1119705.27,1119715.27
2026-03,2046-02,239,accelerated_ai_load,1088.15,96.0,133.22,1.91,1.318,127.47,70.0,1123733.75,2581.56,1123763.75,1123773.75,1123783.75,1123793.75,1123803.75,1123813.75,1123823.75,1123833.75,1123843.75,1123853.75,1123863.75,1123873.75,1123883.75,1123893.75,1123903.75,1123913.75,1123923.75,1123933.75,1123943.75,1123953.75,1123963.75,1123973.75,1123983.75
2026-03,2046-03,240,accelerated_ai_load,1085.39,96.0,134.02,6.98,1.327,127.42,70.0,1127530.77,2591.45,1127560.77,1127570.77,1127580.77,1127590.77,1127600.77,1127610.77,1127620.77,1127630.77,1127640.77,1127650.77,1127660.77,1127670.77,1127680.77,1127690.77,1127700.77,1127710.77,1127720.77,1127730.77,1127740.77,1127750.77,1127760.77,1127770.77,1127780.77
2026-03,2046-04,241,accelerated_ai_load,1093.28,96.0,135.8,14.98,1.312,128.54,70.0,1127165.82,2599.93,1127195.82,1127205.82,1127215.82,1127225.82,1127235.82,1127245.82,1127255.82,1127265.82,1127275.82,1127285.82,1127295.82,1127305.82,1127315.82,1127325.82,1127335.82,1127345.82,1127355.82,1127365.82,1127375.82,1127385.82,1127395.82,1127405.82,1127415.82
2026-03,2046-05,242,accelerated_ai_load,1089.35,96.0,138.47,20.89,1.34,127.94,70.0,1144713.52,2616.88,1144743.52,1144753.52,1144763.52,1144773.52,1144783.52,1144793.52,1144803.52,1144813.52,1144823.52,1144833.52,1144843.52,1144853.52,1144863.52,1144873.52,1144883.52,1144893.52,1144903.52,1144913.52,1144923.52,1144933.52,1144943.52,1144953.52,1144963.52
2026-03,2046-06,243,accelerated_ai_load,1091.11,96.0,139.77,20.68,1.352,128.3,70.0,1155700.42,2644.97,1155730.42,1155740.42,1155750.42,1155760.42,1155770.42,1155780.42,1155790.42,1155800.42,1155810.42,1155820.42,1155830.42,1155840.42,1155850.42,1155860.42,1155870.42,1155880.42,1155890.42,1155900.42,1155910.42,1155920.42,1155930.42,1155940.42,1155950.42
2026-03,2046-07,244,accelerated_ai_load,1106.84,96.0,141.44,20.44,1.334,128.22,70.0,1155841.48,2661.23,1155871.48,1155881.48,1155891.48,1155901.48,1155911.48,1155921.48,1155931.48,1155941.48,1155951.48,1155961.48,1155971.48,1155981.48,1155991.48,1156001.48,1156011.48,1156021.48,1156031.48,1156041.48,1156051.48,1156061.48,1156071.48,1156081.48,1156091.48
2026-03,2046-08,245,accelerated_ai_load,1104.13,96.0,142.42,13.97,1.329,128.96,70.0,1147628.49,2635.36,1147658.49,1147668.49,1147678.49,1147688.49,1147698.49,1147708.49,1147718.49,1147728.49,1147738.49,1147748.49,1147758.49,1147768.49,1147778.49,1147788.49,1147798.49,1147808.49,1147818.49,1147828.49,1147838.49,1147848.49,1147858.49,1147868.49,1147878.49
2026-03,2046-09,246,accelerated_ai_load,1112.97,96.0,142.62,6.77,1.324,127.57,70.0,1150326.38,2644.87,1150356.38,1150366.38,1150376.38,1150386.38,1150396.38,1150406.38,1150416.38,1150426.38,1150436.38,1150446.38,1150456.38,1150466.38,1150476.38,1150486.38,1150496.38,1150506.38,1150516.38,1150526.38,1150536.38,1150546.38,1150556.38,1150566.38,1150576.38
2026-03,2046-10,247,accelerated_ai_load,1117.84,96.0,145.96,1.56,1.322,128.14,70.0,1155277.95,2656.64,1155307.95,1155317.95,1155327.95,1155337.95,1155347.95,1155357.95,1155367.95,1155377.95,1155387.95,1155397.95,1155407.95,1155417.95,1155427.95,1155437.95,1155447.95,1155457.95,1155467.95,1155477.95,1155487.95,1155497.95,1155507.95,1155517.95,1155527.95
2026-03,2046-11,248,accelerated_ai_load,1122.46,96.0,143.29,-2.64,1.327,128.67,70.0,1159776.39,2669.13,1159806.39,1159816.39,1159826.39,1159836.39,1159846.39,1159856.39,1159866.39,1159876.39,1159886.39,1159896.39,1159906.39,1159916.39,1159926.39,1159936.39,1159946.39,1159956.39,1159966.39,1159976.39,1159986.39,1159996.39,1160006.39,1160016.39,1160026.39
2026-03,2046-12,249,accelerated_ai_load,1126.31,96.0,147.0,-3.5,1.322,128.73,70.0,1162855.92,2677.96,1162885.92,1162895.92,1162905.92,1162915.92,1162925.92,1162935.92,1162945.92,1162955.92,1162965.92,1162975.92,1162985.92,1162995.92,1163005.92,1163015.92,1163025.92,1163035.92,1163045.92,1163055.92,1163065.92,1163075.92,1163085.92,1163095.92,1163105.92
2026-06,2027-01,7,uncertain_connection,141.8,54.54,104.94,-4.4,1.308,100.65,32.88,148345.05,339.51,148375.05,148385.05,148395.05,148405.05,148415.05,148425.05,148435.05,148445.05,148455.05,148465.05,148475.05,148485.05,148495.05,148505.05,148515.05,148525.05,148535.05,148545.05,148555.05,148565.05,148575.05,148585.05,148595.05
2026-06,2027-02,8,uncertain_connection,144.64,63.87,106.08,1.6,1.314,99.71,30.57,163126.51,384.87,163156.51,163166.51,163176.51,163186.51,163196.51,163206.51,163216.51,163226.51,163236.51,163246.51,163256.51,163266.51,163276.51,163286.51,163296.51,163306.51,163316.51,163326.51,163336.51,163346.51,163356.51,163366.51,163376.51
2026-06,2027-03,9,uncertain_connection,147.01,65.17,108.12,9.35,1.31,99.84,29.76,170718.66,389.39,170748.66,170758.66,170768.66,170778.66,170788.66,170798.66,170808.66,170818.66,170828.66,170838.66,170848.66,170858.66,170868.66,170878.66,170888.66,170898.66,170908.66,170918.66,170928.66,170938.66,170948.66,170958.66,170968.66
2026-06,2027-04,10,uncertain_connection,142.66,66.77,108.31,14.36,1.309,101.49,31.84,170927.43,386.23,170957.43,170967.43,170977.43,170987.43,170997.43,171007.43,171017.43,171027.43,171037.43,171047.43,171057.43,171067.43,171077.43,171087.43,171097.43,171107.43,171117.43,171127.43,171137.43,171147.43,171157.43,171167.43,171177.43
2026-06,2027-05,11,uncertain_connection,160.06,66.32,109.7,20.18,1.335,100.99,30.93,185766.52,424.64,185796.52,185806.52,185816.52,185826.52,185836.52,185846.52,185856.52,185866.52,185876.52,185886.52,185896.52,185906.52,185916.52,185926.52,185936.52,185946.52,185956.52,185966.52,185976.52,185986.52,185996.52,186006.52,186016.52
2026-06,2027-06,12,uncertain_connection,163.72,63.82,111.0,19.69,1.323,100.71,25.91,182505.03,409.29,182535.03,182545.03,182555.03,182565.03,182575.03,182585.03,182595.03,182605.03,182615.03,182625.03,182635.03,182645.03,182655.03,182665.03,182675.03,182685.03,182695.03,182705.03,182715.03,182725.03,182735.03,182745.03,182755.03
2026-06,2027-07,13,uncertain_connection,166.86,65.15,109.51,19.56,1.329,101.08,26.49,187629.1,427.58,187659.1,187669.1,187679.1,187689.1,187699.1,187709.1,187719.1,187729.1,187739.1,187749.1,187759.1,187769.1,187779.1,187789.1,187799.1,187809.1,187819.1,187829.1,187839.1,187849.1,187859.1,187869.1,187879.1
2026-06,2027-08,14,uncertain_connection,164.21,60.78,107.62,15.77,1.306,101.35,25.01,172136.57,382.9,172166.57,172176.57,172186.57,172196.57,172206.57,172216.57,172226.57,172236.57,172246.57,172256.57,172266.57,172276.57,172286.57,172296.57,172306.57,172316.57,172326.57,172336.57,172346.57,172356.57,172366.57,172376.57,172386.57
2026-06,2027-09,15,uncertain_connection,172.05,57.26,105.77,7.83,1.32,102.0,27.93,174601.45,400.08,174631.45,174641.45,174651.45,174661.45,174671.45,174681.45,174691.45,174701.45,174711.45,174721.45,174731.45,174741.45,174751.45,174761.45,174771.45,174781.45,174791.45,174801.45,174811.45,174821.45,174831.45,174841.45,174851.45
2026-06,2027-10,16,uncertain_connection,185.57,59.84,105.48,0.67,1.321,102.16,30.17,185168.75,434.43,185198.75,185208.75,185218.75,185228.75,185238.75,185248.75,185258.75,185268.75,185278.75,185288.75,185298.75,185308.75,185318.75,185328.75,185338.75,185348.75,185358.75,185368.75,185378.75,185388.75,185398.75,185408.75,185418.75
2026-06,2027-11,17,uncertain_connection,190.31,57.01,105.32,-4.54,1.309,101.6,32.21,180655.39,422.55,180685.39,180695.39,180705.39,180715.39,180725.39,180735.39,180745.39,180755.39,180765.39,180775.39,180785.39,180795.39,180805.39,180815.39,180825.39,180835.39,180845.39,180855.39,180865.39,180875.39,180885.39,180895.39,180905.39
2026-06,2027-12,18,uncertain_connection,182.18,61.11,103.59,-4.16,1.299,101.15,32.69,180786.62,419.01,180816.62,180826.62,180836.62,180846.62,180856.62,180866.62,180876.62,180886.62,180896.62,180906.62,180916.62,180926.62,180936.62,180946.62,180956.62,180966.62,180976.62,180986.62,180996.62,181006.62,181016.62,181026.62,181036.62
2026-06,2028-01,19,uncertain_connection,193.75,62.86,101.21,-2.39,1.308,102.33,37.69,192785.25,443.37,192815.25,192825.25,192835.25,192845.25,192855.25,192865.25,192875.25,192885.25,192895.25,192905.25,192915.25,192925.25,192935.25,192945.25,192955.25,192965.25,192975.25,192985.25,192995.25,193005.25,193015.25,193025.25,193035.25
2026-06,2028-02,20,uncertain_connection,198.99,65.59,100.32,-0.14,1.304,102.3,38.62,203812.43,473.28,203842.43,203852.43,203862.43,203872.43,203882.43,203892.43,203902.43,203912.43,203922.43,203932.43,203942.43,203952.43,203962.43,203972.43,203982.43,203992.43,204002.43,204012.43,204022.43,204032.43,204042.43,204052.43,204062.43
2026-06,2028-03,21,uncertain_connection,204.24,69.19,103.25,5.99,1.302,102.26,34.99,211819.36,496.52,211849.36,211859.36,211869.36,211879.36,211889.36,211899.36,211909.36,211919.36,211929.36,211939.36,211949.36,211959.36,211969.36,211979.36,211989.36,211999.36,212009.36,212019.36,212029.36,212039.36,212049.36,212059.36,212069.36
2026-06,2028-04,22,accelerated_ai_load,212.29,78.69,100.52,14.96,1.317,102.2,38.85,243307.84,541.52,243337.84,243347.84,243357.84,243367.84,243377.84,243387.84,243397.84,243407.84,243417.84,243427.84,243437.84,243447.84,243457.84,243467.84,243477.84,243487.84,243497.84,243507.84,243517.84,243527.84,243537.84,243547.84,243557.84
2026-06,2028-05,23,accelerated_ai_load,213.54,82.96,103.91,17.01,1.31,102.53,31.8,252662.75,572.54,252692.75,252702.75,252712.75,252722.75,252732.75,252742.75,252752.75,252762.75,252772.75,252782.75,252792.75,252802.75,252812.75,252822.75,252832.75,252842.75,252852.75,252862.75,252872.75,252882.75,252892.75,252902.75,252912.75
2026-06,2028-06,24,accelerated_ai_load,215.7,81.6,106.73,19.89,1.329,102.16,31.78,256809.67,581.32,256839.67,256849.67,256859.67,256869.67,256879.67,256889.67,256899.67,256909.67,256919.67,256929.67,256939.67,256949.67,256959.67,256969.67,256979.67,256989.67,256999.67,257009.67,257019.67,257029.67,257039.67,257049.67,257059.67
2026-06,2028-07,25,accelerated_ai_load,223.22,86.0,107.11,20.21,1.309,102.56,31.68,266530.73,590.11,266560.73,266570.73,266580.73,266590.73,266600.73,266610.73,266620.73,266630.73,266640.73,266650.73,266660.73,266670.73,266680.73,266690.73,266700.73,266710.73,266720.73,266730.73,266740.73,266750.73,266760.73,266770.73,266780.73
2026-06,2028-08,26,accelerated_ai_load,223.98,74.53,108.66,16.2,1.334,102.66,32.21,247968.46,563.13,247998.46,248008.46,248018.46,248028.46,248038.46,248048.46,248058.46,248068.46,248078.46,248088.46,248098.46,248108.46,248118.46,248128.46,248138.46,248148.46,248158.46,248168.46,248178.46,248188.46,248198.46,248208.46,248218.46
2026-06,2028-09,27,accelerated_ai_load,227.32,80.89,109.77,6.32,1.297,102.4,29.1,254521.82,581.83,254551.82,254561.82,254571.82,254581.82,254591.82,254601.82,254611.82,254621.82,254631.82,254641.82,254651.82,254661.82,254671.82,254681.82,254691.82,254701.82,254711.82,254721.82,254731.82,254741.82,254751.82,254761.82,254771.82
2026-06,2028-10,28,accelerated_ai_load,228.41,72.7,112.83,0.39,1.328,103.58,34.96,241795.7,554.79,241825.7,241835.7,241845.7,241855.7,241865.7,241875.7,241885.7,241895.7,241905.7,241915.7,241925.7,241935.7,241945.7,241955.7,241965.7,241975.7,241985.7,241995.7,242005.7,242015.7,242025.7,242035.7,242045.7
2026-06,2028-11,29,accelerated_ai_load,237.24,74.44,113.72,-2.93,1.327,103.68,35.39,249698.8,585.59,249728.8,249738.8,249748.8,249758.8,249768.8,249778.8,249788.8,249798.8,249808.8,249818.8,249828.8,249838.8,249848.8,249858.8,249868.8,249878.8,249888.8,249898.8,249908.8,249918.8,249928.8,249938.8,249948.8
2026-06,2028-12,30,uncertain_connection,234.98,70.69,115.62,-3.81,1.31,103.29,41.84,236544.01,556.54,236574.01,236584.01,236594.01,236604.01,236614.01,236624.01,236634.01,236644.01,236654.01,236664.01,236674.01,236684.01,236694.01,236704.01,236714.01,236724.01,236734.01,236744.01,236754.01,236764.01,236774.01,236784.01,236794.01
2026-06,2029-01,31,accelerated_ai_load,244.62,77.77,112.7,-2.91,1.33,103.45,40.47,261665.67,604.97,261695.67,261705.67,261715.67,261725.67,261735.67,261745.67,261755.67,261765.67,261775.67,261785.67,261795.67,261805.67,261815.67,261825.67,261835.67,261845.67,261855.67,261865.67,261875.67,261885.67,261895.67,261905.67,261915.67
2026-06,2029-02,32,accelerated_ai_load,255.0,75.28,112.05,0.47,1.334,103.52,41.62,270332.4,624.04,270362.4,270372.4,270382.4,270392.4,270402.4,270412.4,270422.4,270432.4,270442.4,270452.4,270462.4,270472.4,270482.4,270492.4,270502.4,270512.4,270522.4,270532.4,270542.4,270552.4,270562.4,270572.4,270582.4
2026-06,2029-03,33,accelerated_ai_load,255.84,82.03,110.28,9.14,1.307,103.61,42.2,282848.1,644.51,282878.1,282888.1,282898.1,282908.1,282918.1,282928.1,282938.1,282948.1,282958.1,282968.1,282978.1,282988.1,282998.1,283008.1,283018.1,283028.1,283038.1,283048.1,283058.1,283068.1,283078.1,283088.1,283098.1
2026-06,2029-04,34,accelerated_ai_load,247.38,74.85,109.62,13.21,1.329,103.14,44.02,262240.75,611.8,262270.75,262280.75,262290.75,262300.75,262310.75,262320.75,262330.75,262340.75,262350.75,262360.75,262370.75,262380.75,262390.75,262400.75,262410.75,262420.75,262430.75,262440.75,262450.75,262460.75,262470.75,262480.75,262490.75
2026-06,2029-05,35,accelerated_ai_load,264.8,80.19,106.64,18.89,1.32,104.45,36.69,289816.41,656.4,289846.41,289856.41,289866.41,289876.41,289886.41,289896.41,289906.41,289916.41,289926.41,289936.41,289946.41,289956.41,289966.41,289976.41,289986.41,289996.41,290006.41,290016.41,290026.41,290036.41,290046.41,290056.41,290066.41
2026-06,2029-06,36,accelerated_ai_load,265.09,90.76,105.98,21.29,1.357,103.98,37.57,326951.57,736.26,326981.57,326991.57,327001.57,327011.57,327021.57,327031.57,327041.57,327051.57,327061.57,327071.57,327081.57,327091.57,327101.57,327111.57,327121.57,327131.57,327141.57,327151.57,327161.57,327171.57,327181.57,327191.57,327201.57
2026-06,2029-07,37,accelerated_ai_load,268.23,90.0,105.77,19.95,1.326,103.52,35.22,318614.04,731.8,318644.04,318654.04,318664.04,318674.04,318684.04,318694.04,318704.04,318714.04,318724.04,318734.04,318744.04,318754.04,318764.04,318774.04,318784.04,318794.04,318804.04,318814.04,318824.04,318834.04,318844.04,318854.04,318864.04
2026-06,2029-08,38,accelerated_ai_load,270.3,92.24,104.12,13.19,1.308,104.65,37.52,321892.55,723.53,321922.55,321932.55,321942.55,321952.55,321962.55,321972.55,321982.55,321992.55,322002.55,322012.55,322022.55,322032.55,322042.55,322052.55,322062.55,322072.55,322082.55,322092.55,322102.55,322112.55,322122.55,322132.55,322142.55
2026-06,2029-09,39,accelerated_ai_load,275.23,96.0,104.36,7.71,1.312,103.91,35.83,336760.4,758.92,336790.4,336800.4,336810.4,336820.4,336830.4,336840.4,336850.4,336860.4,336870.4,336880.4,336890.4,336900.4,336910.4,336920.4,336930.4,336940.4,336950.4,336960.4,336970.4,336980.4,336990.4,337000.4,337010.4
2026-06,2029-10,40,accelerated_ai_load,273.09,96.0,104.56,2.31,1.321,103.73,33.92,334803.17,752.39,334833.17,334843.17,334853.17,334863.17,334873.17,334883.17,334893.17,334903.17,334913.17,334923.17,334933.17,334943.17,334953.17,334963.17,334973.17,334983.17,334993.17,335003.17,335013.17,335023.17,335033.17,335043.17,335053.17
2026-06,2029-11,41,accelerated_ai_load,285.33,89.42,107.07,-5.61,1.326,104.38,42.35,329708.99,736.76,329738.99,329748.99,329758.99,329768.99,329778.99,329788.99,329798.99,329808.99,329818.99,329828.99,329838.99,329848.99,329858.99,329868.99,329878.99,329888.99,329898.99,329908.99,329918.99,329928.99,329938.99,329948.99,329958.99
2026-06,2029-12,42,accelerated_ai_load,291.19,91.57,108.19,-4.43,1.313,103.78,47.91,336281.01,762.53,336311.01,336321.01,336331.01,336341.01,336351.01,336361.01,336371.01,336381.01,336391.01,336401.01,336411.01,336421.01,336431.01,336441.01,336451.01,336461.01,336471.01,336481.01,336491.01,336501.01,336511.01,336521.01,336531.01
2026-06,2030-01,43,accelerated_ai_load,297.82,92.5,110.25,-3.9,1.319,104.87,45.41,346001.78,770.67,346031.78,346041.78,346051.78,346061.78,346071.78,346081.78,346091.78,346101.78,346111.78,346121.78,346131.78,346141.78,346151.78,346161.78,346171.78,346181.78,346191.78,346201.78,346211.78,346221.78,346231.78,346241.78,346251.78
2026-06,2030-02,44,accelerated_ai_load,303.62,80.77,112.93,2.47,1.315,104.45,49.72,316946.17,728.02,316976.17,316986.17,316996.17,317006.17,317016.17,317026.17,317036.17,317046.17,317056.17,317066.17,317076.17,317086.17,317096.17,317106.17,317116.17,317126.17,317136.17,317146.17,317156.17,317166.17,317176.17,317186.17,317196.17
2026-06,2030-03,45,accelerated_ai_load,306.81,81.02,112.69,8.45,1.324,105.47,44.73,327353.89,753.15,327383.89,327393.89,327403.89,327413.89,327423.89,327433.89,327443.89,327453.89,327463.89,327473.89,327483.89,327493.89,327503.89,327513.89,327523.89,327533.89,327543.89,327553.89,327563.89,327573.89,327583.89,327593.89,327603.89
2026-06,2030-04,46,accelerated_ai_load,310.67,89.73,114.27,15.13,1.311,105.23,46.43,352448.9,790.88,352478.9,352488.9,352498.9,352508.9,352518.9,352528.9,352538.9,352548.9,352558.9,352568.9,352578.9,352588.9,352598.9,352608.9,352618.9,352628.9,352638.9,352648.9,352658.9,352668.9,352678.9,352688.9,352698.9
2026-06,2030-05,47,accelerated_ai_load,304.81,81.33,114.67,18.49,1.327,105.47,45.04,327032.87,741.89,327062.87,327072.87,327082.87,327092.87,327102.87,327112.87,327122.87,327132.87,327142.87,327152.87,327162.87,327172.87,327182.87,327192.87,327202.87,327212.87,327222.87,327232.87,327242.87,327252.87,327262.87,327272.87,327282.87
2026-06,2030-06,48,accelerated_ai_load,312.69,94.79,114.17,19.97,1.32,105.81,41.48,375032.26,838.37,375062.26,375072.26,375082.26,375092.26,375102.26,375112.26,375122.26,375132.26,375142.26,375152.26,375162.26,375172.26,375182.26,375192.26,375202.26,375212.26,375222.26,375232.26,375242.26,375252.26,375262.26,375272.26,375282.26
2026-06,2030-07,49,accelerated_ai_load,315.24,94.14,115.13,20.2,1.317,105.96,39.99,374331.56,853.02,374361.56,374371.56,374381.56,374391.56,374401.56,374411.56,374421.56,374431.56,374441.56,374451.56,374461.56,374471.56,374481.56,374491.56,374501.56,374511.56,374521.56,374531.56,374541.56,374551.56,374561.56,374571.56,374581.56
2026-06,2030-08,50,accelerated_ai_load,325.19,96.0,115.67,14.27,1.322,106.27,41.58,390110.2,877.78,390140.2,390150.2,390160.2,390170.2,390180.2,390190.2,390200.2,390210.2,390220.2,390230.2,390240.2,390250.2,390260.2,390270.2,390280.2,390290.2,390300.2,390310.2,390320.2,390330.2,390340.2,390350.2,390360.2
2026-06,2030-09,51,accelerated_ai_load,328.74,96.0,112.54,8.31,1.32,105.93,39.6,388741.29,881.18,388771.29,388781.29,388791.29,388801.29,388811.29,388821.29,388831.29,388841.29,388851.29,388861.29,388871.29,388881.29,388891.29,388901.29,388911.29,388921.29,388931.29,388941.29,388951.29,388961.29,388971.29,388981.29,388991.29
