UDDID,Year,Quarter,Loc,CARB,CO2_ENERGY,WPO
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2016,1,CAN,39.1532,135189.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2016,2,CAN,39.21099,135373.7,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2016,3,CAN,39.34725,135854.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2016,4,CAN,39.56198,136631.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2017,1,CAN,40.01475,138333,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2017,2,CAN,40.3226,139452,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2017,3,CAN,40.64509,140616.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2017,4,CAN,40.98223,141826.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2018,1,CAN,41.65855,144274,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2018,2,CAN,41.89516,145097.6,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2018,3,CAN,42.01659,145489.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2018,4,CAN,42.02285,145449.8,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2019,1,CAN,42.20327,145941,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2019,2,CAN,41.86346,144653,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2019,3,CAN,41.29273,142548.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2019,4,CAN,40.4911,139627.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2020,1,CAN,38.07772,130942.8,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2020,2,CAN,37.36661,128367.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2020,3,CAN,36.97694,126953.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2020,4,CAN,36.9087,126701.9,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2021,1,CAN,37.97661,130529.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2021,2,CAN,38.22535,131435.2,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2021,3,CAN,38.46963,132336.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2021,4,CAN,38.70945,133233.2,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2022,1,CAN,39.0845,134674.9,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2022,2,CAN,39.25953,135342.4,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2022,3,CAN,39.37424,135785.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2022,4,CAN,39.42861,136003.6,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2023,1,CAN,39.42265,135997.4,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2023,2,CAN,39.35637,135766.7,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2023,3,CAN,39.22975,135311.4,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2023,4,CAN,39.0428,134631.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2024,1,CAN,39.50371,136351.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2024,2,CAN,39.44125,136042.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2024,3,CAN,39.41227,135977.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2024,4,CAN,39.41071,135964.2,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2025,1,CAN,39.38123,135817.2,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2025,2,CAN,39.30944,135644.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2025,3,CAN,39.21496,135426,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2025,4,CAN,39.16307,135303.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2026,1,CAN,39.14889,135324,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2026,2,CAN,39.11832,135250.7,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2026,3,CAN,39.10788,135178.4,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2026,4,CAN,39.10415,135058.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2027,1,CAN,39.06447,134806.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2027,2,CAN,39.0101,134542.8,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2027,3,CAN,38.96859,134357.6,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2027,4,CAN,38.95995,134301.4,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2028,1,CAN,38.95354,134256.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2028,2,CAN,38.92818,134142.7,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2028,3,CAN,38.89484,133998.4,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2028,4,CAN,38.86864,133877.7,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2029,1,CAN,38.81739,133665.2,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2029,2,CAN,38.7701,133464.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2029,3,CAN,38.70399,133195.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2029,4,CAN,38.63477,132914,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2030,1,CAN,38.56299,132623.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2030,2,CAN,38.48432,132312.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2030,3,CAN,38.39693,131969.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2030,4,CAN,38.30412,131607.4,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2031,1,CAN,38.20715,131227.8,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2031,2,CAN,38.11163,130851.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2031,3,CAN,37.97519,130324.7,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2031,4,CAN,37.85363,129851.2,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2032,1,CAN,37.76053,129482.8,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2032,2,CAN,37.67577,129146.7,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2032,3,CAN,37.57537,128753.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2032,4,CAN,37.45353,128281.7,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2033,1,CAN,37.34779,127868.4,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2033,2,CAN,37.24281,127455.6,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2033,3,CAN,37.10608,126925.8,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2033,4,CAN,36.98151,126439.2,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2034,1,CAN,36.8812,126041.7,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2034,2,CAN,36.79032,125679.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2034,3,CAN,36.66955,125205.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2034,4,CAN,36.56378,124787,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2035,1,CAN,36.4769,124438.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2035,2,CAN,36.39565,124111.6,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2035,3,CAN,36.28067,123662.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2035,4,CAN,36.17955,123262.6,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2036,1,CAN,36.08484,122886.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2036,2,CAN,35.99235,122518.8,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2036,3,CAN,35.87241,122051.9,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2036,4,CAN,35.75747,121600.8,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2037,1,CAN,35.65685,121201.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2037,2,CAN,35.5643,120831,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2037,3,CAN,35.43356,120320.2,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2037,4,CAN,35.31844,119867,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2038,1,CAN,35.21415,119454,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2038,2,CAN,35.11441,119056.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2038,3,CAN,34.97914,118528.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2038,4,CAN,34.86105,118062.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2039,1,CAN,34.76265,117669.9,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2039,2,CAN,34.67045,117301.9,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2039,3,CAN,34.5422,116800,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2039,4,CAN,34.43109,116361,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2040,1,CAN,34.33825,115989.9,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2040,2,CAN,34.25103,115640.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2040,3,CAN,34.1279,115167.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2040,4,CAN,34.02209,114749.9,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2041,1,CAN,33.93128,114385.8,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2041,2,CAN,33.84722,114047.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2041,3,CAN,33.73266,113598.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2041,4,CAN,33.6329,113203.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2042,1,CAN,33.54835,112862.6,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2042,2,CAN,33.47002,112542.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2042,3,CAN,33.36381,112118.6,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2042,4,CAN,33.27065,111741.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2043,1,CAN,33.20025,111448.9,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2043,2,CAN,33.13885,111189.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2043,3,CAN,33.05803,110858.4,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2043,4,CAN,32.99047,110576.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2044,1,CAN,32.92429,110298.8,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2044,2,CAN,32.86204,110036.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2044,3,CAN,32.77907,109697.7,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2044,4,CAN,32.70473,109390.2,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2045,1,CAN,32.63824,109112.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2045,2,CAN,32.57907,108861,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2045,3,CAN,32.50316,108548.6,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2045,4,CAN,32.43504,108264.2,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2046,1,CAN,32.37397,108005.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2046,2,CAN,32.31842,107767.1,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2046,3,CAN,32.24849,107476,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2046,4,CAN,32.18438,107205.8,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2047,1,CAN,32.12611,106957.4,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2047,2,CAN,32.07078,106719.7,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2047,3,CAN,31.99962,106423.8,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2047,4,CAN,31.9333,106145.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2048,1,CAN,31.8727,105887.7,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2048,2,CAN,31.81688,105647.6,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2048,3,CAN,31.74699,105356.2,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2048,4,CAN,31.68458,105091.7,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2049,1,CAN,31.62928,104853.4,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2049,2,CAN,31.57858,104631.8,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2049,3,CAN,31.51699,104370.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2049,4,CAN,31.46253,104134.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2050,1,CAN,31.42028,103943.3,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2050,2,CAN,31.38165,103765.9,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2050,3,CAN,31.33654,103564.5,
54675f31-37d5-4022-8c6f-2a7461f2e91a-1742206127,2050,4,CAN,31.29758,103385,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2000,1,CAN,36.91962,126975.6,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2000,2,CAN,37.13189,127784.9,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2000,3,CAN,37.22245,128174.4,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2000,4,CAN,37.19133,128144,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2001,1,CAN,36.43015,125665.1,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2001,2,CAN,36.39897,125606.6,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2001,3,CAN,36.48944,125939.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2001,4,CAN,36.70156,126664.6,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2002,1,CAN,37.33741,128682.1,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2002,2,CAN,37.67199,129829.9,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2002,3,CAN,38.00739,131008.9,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2002,4,CAN,38.34361,132219.1,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2003,1,CAN,39.04259,134917,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2003,2,CAN,39.23565,135607.2,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2003,3,CAN,39.28476,135746,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2003,4,CAN,39.1899,135333.6,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2004,1,CAN,38.21479,131559.2,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2004,2,CAN,38.12652,131168.4,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2004,3,CAN,38.1888,131350.6,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2004,4,CAN,38.40164,132105.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2005,1,CAN,39.44974,136033.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2005,2,CAN,39.6898,136895,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2005,3,CAN,39.80653,137289.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2005,4,CAN,39.79992,137216.7,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2006,1,CAN,39.06281,134384.1,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2006,2,CAN,39.0524,134294.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2006,3,CAN,39.16153,134655.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2006,4,CAN,39.3902,135467,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2007,1,CAN,40.46266,139378.7,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2007,2,CAN,40.6407,140030.4,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2007,3,CAN,40.64857,140072.2,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2007,4,CAN,40.48628,139504.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2008,1,CAN,39.87106,137123.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2008,2,CAN,39.48155,135817.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2008,3,CAN,39.03497,134382,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2008,4,CAN,38.53133,132817.9,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2009,1,CAN,37.26708,129031.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2009,2,CAN,36.93075,128047.2,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2009,3,CAN,36.81878,127771.7,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2009,4,CAN,36.93117,128204.9,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2010,1,CAN,37.88686,131319.1,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2010,2,CAN,38.2004,132380.9,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2010,3,CAN,38.49073,133362.4,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2010,4,CAN,38.75784,134263.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2011,1,CAN,39.18767,135760.6,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2011,2,CAN,39.33397,136231.4,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2011,3,CAN,39.38269,136351.7,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2011,4,CAN,39.33382,136121.6,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2012,1,CAN,38.76613,133968.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2012,2,CAN,38.69057,133666.4,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2012,3,CAN,38.68591,133643.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2012,4,CAN,38.75215,133898.9,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2013,1,CAN,39.0967,135266,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2013,2,CAN,39.22178,135745.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2013,3,CAN,39.33478,136171.1,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2013,4,CAN,39.43573,136542,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2014,1,CAN,39.58541,137074,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2014,2,CAN,39.63791,137249.7,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2014,3,CAN,39.65401,137284.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2014,4,CAN,39.63373,137179.1,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2015,1,CAN,39.4636,136497.4,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2015,2,CAN,39.41592,136284.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2015,3,CAN,39.37724,136105.2,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2015,4,CAN,39.34756,135959.4,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2016,1,CAN,39.1532,135189.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2016,2,CAN,39.21099,135373.7,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2016,3,CAN,39.34725,135854.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2016,4,CAN,39.56198,136631.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2017,1,CAN,40.01475,138333,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2017,2,CAN,40.3226,139452,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2017,3,CAN,40.64509,140616.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2017,4,CAN,40.98223,141826.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2018,1,CAN,41.65855,144274,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2018,2,CAN,41.89516,145097.6,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2018,3,CAN,42.01659,145489.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2018,4,CAN,42.02285,145449.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2019,1,CAN,42.20327,145941,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2019,2,CAN,41.86346,144653,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2019,3,CAN,41.29273,142548.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2019,4,CAN,40.4911,139627.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2020,1,CAN,38.07772,130942.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2020,2,CAN,37.36661,128367.1,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2020,3,CAN,36.97694,126953.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2020,4,CAN,36.9087,126701.9,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2021,1,CAN,37.97661,130529.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2021,2,CAN,38.22535,131435.2,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2021,3,CAN,38.46963,132336.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2021,4,CAN,38.70945,133233.2,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2022,1,CAN,39.0845,134674.9,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2022,2,CAN,39.25953,135342.4,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2022,3,CAN,39.37424,135785.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2022,4,CAN,39.42861,136003.6,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2023,1,CAN,39.42265,135997.4,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2023,2,CAN,39.35637,135766.7,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2023,3,CAN,39.22975,135311.4,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2023,4,CAN,39.0428,134631.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2024,1,CAN,39.82308,137523.7,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2024,2,CAN,40.08694,138404.4,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2024,3,CAN,40.35772,139377.9,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2024,4,CAN,40.65656,140439.7,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2025,1,CAN,40.32853,139167.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2025,2,CAN,40.11271,138533.4,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2025,3,CAN,40.07063,138312.2,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2025,4,CAN,40.04784,138280.6,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2026,1,CAN,40.0393,138305.7,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2026,2,CAN,40.06096,138394.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2026,3,CAN,40.09143,138493.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2026,4,CAN,40.11977,138567.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2027,1,CAN,40.1358,138586.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2027,2,CAN,40.14795,138586.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2027,3,CAN,40.13704,138511.7,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2027,4,CAN,40.10518,138368.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2028,1,CAN,40.05338,138155.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2028,2,CAN,39.98188,137870.8,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2028,3,CAN,39.89034,137511.1,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2028,4,CAN,39.79194,137125.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2029,1,CAN,39.67136,136659.1,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2029,2,CAN,39.54934,136185.2,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2029,3,CAN,39.41758,135677.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2029,4,CAN,39.32083,135297.5,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2030,1,CAN,39.24172,134981.3,
5671a1fc-0ce9-41dd-aaa7-f77dc89efe40-1770030692,2030,2,CAN,39.15605,134643.2,
